season,competition,round,date,time,home,away,home_score,away_score,penalties,venue_side,attendance,report_url,match_id
2011-12,Ligue 1,18,sam. 17/12/2011,21:00,Lyon,FC Évian,2,1,non,D,35.253,/spielbericht/index/spielbericht/1159832,1159832
2011-12,Ligue 1,19,mer. 21/12/2011,19:00,Valenciennes FC,Lyon,1,0,non,E,16.850,/spielbericht/index/spielbericht/1159836,1159836
2011-12,Coupe de France,5e tour,dim. 08/01/2012,15:00,AS Lyon-Duchère,Lyon,1,3,non,E,12.300,/spielbericht/index/spielbericht/1174383,1174383
2011-12,Coupe de la Ligue,Quarts de finale,mer. 11/01/2012,20:50,Lyon,LOSC Lille,2,1,non,D,29.124,/spielbericht/index/spielbericht/1160338,1160338
2011-12,Ligue 1,20,sam. 14/01/2012,21:00,Montpellier,Lyon,1,0,non,E,18.889,/spielbericht/index/spielbericht/1163580,1163580
2011-12,Coupe de France,6e tour,dim. 22/01/2012,16:00,Luçon VF,Lyon,0,2,non,E,15.000,/spielbericht/index/spielbericht/1178213,1178213
2011-12,Ligue 1,21,sam. 28/01/2012,19:00,Lyon,Dijon,3,1,non,D,35.644,/spielbericht/index/spielbericht/1163589,1163589
2011-12,Coupe de la Ligue,Demi-finales,mar. 31/01/2012,20:45,FC Lorient,Lyon,2,4,non,E,14.610,/spielbericht/index/spielbericht/1178194,1178194
2011-12,Ligue 1,22,dim. 05/02/2012,21:00,Marseille,Lyon,2,2,non,E,41.474,/spielbericht/index/spielbericht/1163598,1163598
2011-12,Coupe de France,Huitièmes de finale,mer. 08/02/2012,16:15,Lyon,G. Bordeaux,3,1,non,D,7.000,/spielbericht/index/spielbericht/1182231,1182231
2011-12,Ligue 1,23,sam. 11/02/2012,15:00,Lyon,SM Caen,1,2,non,D,30.692,/spielbericht/index/spielbericht/1163608,1163608
2011-12,UEFA Champions League,Huitièmes de finale,mar. 14/02/2012,20:45,Lyon,APOEL Nikosia,1,0,non,D,32.010,/spielbericht/index/spielbericht/1174216,1174216
2011-12,Ligue 1,24,dim. 19/02/2012,17:00,G. Bordeaux,Lyon,1,0,non,E,27.704,/spielbericht/index/spielbericht/1163615,1163615
2011-12,Ligue 1,25,sam. 25/02/2012,21:00,Lyon,PSG,4,4,non,D,37.347,/spielbericht/index/spielbericht/1163628,1163628
2011-12,Ligue 1,26,sam. 03/03/2012,19:00,AS Nancy,Lyon,2,0,non,E,17.049,/spielbericht/index/spielbericht/1163640,1163640
2011-12,UEFA Champions League,Huitièmes de finale,mer. 07/03/2012,20:45,APOEL Nikosia,Lyon,5,3,oui,E,23.000,/spielbericht/index/spielbericht/1174217,1174217
2011-12,Ligue 1,27,sam. 10/03/2012,21:00,Lyon,LOSC Lille,2,1,non,D,33.318,/spielbericht/index/spielbericht/1163648,1163648
2011-12,Ligue 1,28,sam. 17/03/2012,21:00,Saint-Étienne,Lyon,0,1,non,E,26.210,/spielbericht/index/spielbericht/1163662,1163662
2011-12,Coupe de France,Quarts de finale,mer. 21/03/2012,20:50,PSG,Lyon,1,3,non,E,42.000,/spielbericht/index/spielbericht/1186048,1186048
2011-12,Ligue 1,29,sam. 24/03/2012,19:00,Lyon,FC Sochaux,2,1,non,D,32.730,/spielbericht/index/spielbericht/1163668,1163668
2011-12,Ligue 1,30,dim. 01/04/2012,21:00,Stade Rennais,Lyon,1,1,non,E,21.346,/spielbericht/index/spielbericht/1163681,1163681
2011-12,Ligue 1,31,sam. 07/04/2012,21:00,Lyon,AJ Auxerre,2,1,non,D,31.492,/spielbericht/index/spielbericht/1163689,1163689
2011-12,Coupe de France,Demi-finales,mar. 10/04/2012,20:45,GFCO Ajaccio,Lyon,0,4,non,E,10.163,/spielbericht/index/spielbericht/2193197,2193197
2011-12,Coupe de la Ligue,Finale,sam. 14/04/2012,21:00,Lyon,Marseille,0,1,non,D,78.877,/spielbericht/index/spielbericht/1183907,1183907
2011-12,Ligue 1,32,mer. 18/04/2012,18:30,Toulouse,Lyon,3,0,non,E,21.352,/spielbericht/index/spielbericht/1163702,1163702
2011-12,Ligue 1,33,dim. 22/04/2012,21:15,Lyon,FC Lorient,3,2,non,D,30.330,/spielbericht/index/spielbericht/1163710,1163710
2011-12,Coupe de France,Finale,sam. 28/04/2012,20:30,Lyon,US Quevilly,1,0,non,D,76.229,/spielbericht/index/spielbericht/2197562,2197562
2011-12,Ligue 1,35,mer. 02/05/2012,19:00,Lyon,Valenciennes FC,4,1,non,D,30.890,/spielbericht/index/spielbericht/1163729,1163729
2011-12,Ligue 1,36,dim. 06/05/2012,17:00,Lyon,Stade Brestois,1,1,non,D,31.016,/spielbericht/index/spielbericht/1163738,1163738
2011-12,Ligue 1,34,jeu. 10/05/2012,21:00,FC Évian,Lyon,1,3,non,E,14.973,/spielbericht/index/spielbericht/1163715,1163715
2011-12,Ligue 1,37,dim. 13/05/2012,21:00,AC Ajaccio,Lyon,1,1,non,E,8.249,/spielbericht/index/spielbericht/1163744,1163744
2011-12,Ligue 1,38,dim. 20/05/2012,21:00,Lyon,OGC Nice,3,4,non,D,32.335,/spielbericht/index/spielbericht/1163758,1163758
2012-13,Trophée des Champions,Finale,sam. 28/07/2012,21:00,Montpellier,Lyon,4,6,oui,E,15.166,/spielbericht/index/spielbericht/2244655,2244655
2012-13,Ligue 1,1,sam. 11/08/2012,21:00,Stade Rennais,Lyon,0,1,non,E,17.893,/spielbericht/index/spielbericht/2229836,2229836
2012-13,Ligue 1,2,sam. 18/08/2012,17:00,Lyon,Troyes,4,1,non,D,25.186,/spielbericht/index/spielbericht/2229838,2229838
2012-13,Ligue 1,3,ven. 24/08/2012,20:45,FC Évian,Lyon,1,1,non,E,13.581,/spielbericht/index/spielbericht/2229854,2229854
2012-13,Ligue 1,4,sam. 01/09/2012,17:00,Lyon,Valenciennes FC,3,2,non,D,25.329,/spielbericht/index/spielbericht/2223889,2223889
2012-13,Ligue 1,5,dim. 16/09/2012,17:00,Lyon,AC Ajaccio,2,0,non,D,25.666,/spielbericht/index/spielbericht/2223854,2223854
2012-13,UEFA Europa League,Phase de groupe,jeu. 20/09/2012,21:05,Lyon,Sparta Prague,2,1,non,D,41.044,/spielbericht/index/spielbericht/2262396,2262396
2012-13,Ligue 1,6,dim. 23/09/2012,21:00,LOSC Lille,Lyon,1,1,non,E,43.475,/spielbericht/index/spielbericht/2223845,2223845
2012-13,Ligue 1,7,dim. 30/09/2012,21:00,Lyon,G. Bordeaux,0,2,non,D,30.881,/spielbericht/index/spielbericht/2223867,2223867
2012-13,UEFA Europa League,Phase de groupe,jeu. 04/10/2012,19:00,Kiryat Shmona,Lyon,3,4,non,E,5.000,/spielbericht/index/spielbericht/2262409,2262409
2012-13,Ligue 1,8,dim. 07/10/2012,17:00,FC Lorient,Lyon,1,1,non,E,15.090,/spielbericht/index/spielbericht/2223864,2223864
2012-13,Ligue 1,9,dim. 21/10/2012,17:00,Lyon,Stade Brestois,1,0,non,D,30.047,/spielbericht/index/spielbericht/2223907,2223907
2012-13,UEFA Europa League,Phase de groupe,jeu. 25/10/2012,19:00,Lyon,Athletic Bilbao,2,1,non,D,30.587,/spielbericht/index/spielbericht/2262432,2262432
2012-13,Coupe de la Ligue,Huitièmes de finale,mer. 31/10/2012,17:00,OGC Nice,Lyon,3,1,non,E,8.466,/spielbericht/index/spielbericht/2266530,2266530
2012-13,Ligue 1,11,dim. 04/11/2012,17:00,Lyon,SC Bastia,5,2,non,D,27.363,/spielbericht/index/spielbericht/2223913,2223913
2012-13,UEFA Europa League,Phase de groupe,jeu. 08/11/2012,21:05,Athletic Bilbao,Lyon,2,3,non,E,24.465,/spielbericht/index/spielbericht/2262468,2262468
2012-13,Ligue 1,12,dim. 11/11/2012,17:00,FC Sochaux,Lyon,1,1,non,E,13.554,/spielbericht/index/spielbericht/2223930,2223930
2012-13,Ligue 1,13,dim. 18/11/2012,14:00,Lyon,Stade de Reims,3,0,non,D,33.222,/spielbericht/index/spielbericht/2223941,2223941
2012-13,UEFA Europa League,Phase de groupe,jeu. 22/11/2012,19:00,Sparta Prague,Lyon,1,1,non,E,17.121,/spielbericht/index/spielbericht/2262481,2262481
2012-13,Ligue 1,14,dim. 25/11/2012,17:00,Toulouse,Lyon,3,0,non,E,20.580,/spielbericht/index/spielbericht/2223956,2223956
2012-13,Ligue 1,10,mer. 28/11/2012,21:00,Marseille,Lyon,1,4,non,E,35.359,/spielbericht/index/spielbericht/2223923,2223923
2012-13,Ligue 1,15,sam. 01/12/2012,17:00,Lyon,Montpellier,1,0,non,D,31.495,/spielbericht/index/spielbericht/2223964,2223964
2012-13,UEFA Europa League,Phase de groupe,jeu. 06/12/2012,21:05,Lyon,Kiryat Shmona,2,0,non,D,29.087,/spielbericht/index/spielbericht/2262517,2262517
2012-13,Ligue 1,16,dim. 09/12/2012,21:00,Saint-Étienne,Lyon,0,1,non,E,26.579,/spielbericht/index/spielbericht/2223966,2223966
2012-13,Ligue 1,17,mer. 12/12/2012,19:00,Lyon,AS Nancy,1,1,non,D,31.952,/spielbericht/index/spielbericht/2223988,2223988
2012-13,Ligue 1,18,dim. 16/12/2012,21:00,PSG,Lyon,1,0,non,E,44.768,/spielbericht/index/spielbericht/2223894,2223894
2012-13,Ligue 1,19,sam. 22/12/2012,20:00,Lyon,OGC Nice,3,0,non,D,30.903,/spielbericht/index/spielbericht/2223995,2223995
2012-13,Coupe de France,6e tour,dim. 06/01/2013,14:15,SAS Épinal,Lyon,7,5,oui,E,7.000,/spielbericht/index/spielbericht/2284586,2284586
2012-13,Ligue 1,20,sam. 12/01/2013,17:00,Troyes,Lyon,1,2,non,E,13.481,/spielbericht/index/spielbericht/2224006,2224006
2012-13,Ligue 1,21,ven. 18/01/2013,20:30,Lyon,FC Évian,0,0,non,D,30.813,/spielbericht/index/spielbericht/2224022,2224022
2012-13,Ligue 1,22,ven. 25/01/2013,20:30,Valenciennes FC,Lyon,0,2,non,E,14.412,/spielbericht/index/spielbericht/2224021,2224021
2012-13,Ligue 1,23,dim. 03/02/2013,14:00,AC Ajaccio,Lyon,3,1,non,E,6.987,/spielbericht/index/spielbericht/2224025,2224025
2012-13,Ligue 1,24,dim. 10/02/2013,21:00,Lyon,LOSC Lille,1,3,non,D,30.705,/spielbericht/index/spielbericht/2224040,2224040
2012-13,UEFA Europa League,Tour intermédiaire,jeu. 14/02/2013,21:05,Tottenham,Lyon,2,1,non,E,31.762,/spielbericht/index/spielbericht/2284495,2284495
2012-13,Ligue 1,25,dim. 17/02/2013,14:00,G. Bordeaux,Lyon,0,4,non,E,27.240,/spielbericht/index/spielbericht/2224051,2224051
2012-13,UEFA Europa League,Tour intermédiaire,jeu. 21/02/2013,19:00,Lyon,Tottenham,1,1,non,D,38.761,/spielbericht/index/spielbericht/2284496,2284496
2012-13,Ligue 1,26,dim. 24/02/2013,14:00,Lyon,FC Lorient,3,1,non,D,30.343,/spielbericht/index/spielbericht/2224104,2224104
2012-13,Ligue 1,27,dim. 03/03/2013,14:00,Stade Brestois,Lyon,1,1,non,E,11.924,/spielbericht/index/spielbericht/2224094,2224094
2012-13,Ligue 1,28,dim. 10/03/2013,21:00,Lyon,Marseille,0,0,non,D,38.819,/spielbericht/index/spielbericht/2224085,2224085
2012-13,Ligue 1,29,sam. 16/03/2013,17:00,SC Bastia,Lyon,4,1,non,E,12.224,/spielbericht/index/spielbericht/2224074,2224074
2012-13,Ligue 1,30,dim. 31/03/2013,21:00,Lyon,FC Sochaux,1,2,non,D,34.696,/spielbericht/index/spielbericht/2224064,2224064
2012-13,Ligue 1,31,dim. 07/04/2013,17:00,Stade de Reims,Lyon,1,0,non,E,20.298,/spielbericht/index/spielbericht/2224172,2224172
2012-13,Ligue 1,32,dim. 14/04/2013,17:00,Lyon,Toulouse,3,1,non,D,34.678,/spielbericht/index/spielbericht/2224155,2224155
2012-13,Ligue 1,33,ven. 19/04/2013,20:30,Montpellier,Lyon,1,2,non,E,19.572,/spielbericht/index/spielbericht/2224156,2224156
2012-13,Ligue 1,34,dim. 28/04/2013,14:00,Lyon,Saint-Étienne,1,1,non,D,38.845,/spielbericht/index/spielbericht/2224137,2224137
2012-13,Ligue 1,35,dim. 05/05/2013,17:00,AS Nancy,Lyon,0,3,non,E,19.122,/spielbericht/index/spielbericht/2224140,2224140
2012-13,Ligue 1,36,dim. 12/05/2013,21:00,Lyon,PSG,0,1,non,D,39.939,/spielbericht/index/spielbericht/2224126,2224126
2012-13,Ligue 1,37,dim. 19/05/2013,15:05,OGC Nice,Lyon,1,1,non,E,15.968,/spielbericht/index/spielbericht/2224180,2224180
2012-13,Ligue 1,38,dim. 26/05/2013,21:00,Lyon,Stade Rennais,2,0,non,D,38.705,/spielbericht/index/spielbericht/2224185,2224185
2013-14,UEFA Champions League Qualification,3e tour,mar. 30/07/2013,21:00,Lyon,Grasshoppers,1,0,non,D,27.331,/spielbericht/index/spielbericht/2349812,2349812
2013-14,UEFA Champions League Qualification,3e tour,mar. 06/08/2013,21:00,Grasshoppers,Lyon,0,1,non,E,9.500,/spielbericht/index/spielbericht/2349816,2349816
2013-14,Ligue 1,1,sam. 10/08/2013,21:00,Lyon,OGC Nice,4,0,non,D,23.552,/spielbericht/index/spielbericht/2353758,2353758
2013-14,Ligue 1,2,ven. 16/08/2013,20:30,FC Sochaux,Lyon,1,3,non,E,13.857,/spielbericht/index/spielbericht/2353764,2353764
2013-14,UEFA Champions League Qualification,Tour de qualifications,mar. 20/08/2013,20:45,Lyon,Real Sociedad,0,2,non,D,35.000,/spielbericht/index/spielbericht/2360892,2360892
2013-14,Ligue 1,3,sam. 24/08/2013,20:00,Lyon,Stade de Reims,0,1,non,D,24.238,/spielbericht/index/spielbericht/2330833,2330833
2013-14,UEFA Champions League Qualification,Tour de qualifications,mer. 28/08/2013,20:45,Real Sociedad,Lyon,2,0,non,E,28.955,/spielbericht/index/spielbericht/2360902,2360902
2013-14,Ligue 1,4,sam. 31/08/2013,14:00,FC Évian,Lyon,2,1,non,E,12.669,/spielbericht/index/spielbericht/2330841,2330841
2013-14,Ligue 1,5,dim. 15/09/2013,21:00,Lyon,Stade Rennais,0,0,non,D,33.352,/spielbericht/index/spielbericht/2330846,2330846
2013-14,UEFA Europa League,Phase de groupe,jeu. 19/09/2013,21:05,Real Betis,Lyon,0,0,non,E,22.463,/spielbericht/index/spielbericht/2367223,2367223
2013-14,Ligue 1,6,dim. 22/09/2013,17:00,Lyon,FC Nantes,3,1,non,D,33.861,/spielbericht/index/spielbericht/2330856,2330856
2013-14,Ligue 1,7,mer. 25/09/2013,19:00,AC Ajaccio,Lyon,2,1,non,E,6.184,/spielbericht/index/spielbericht/2330871,2330871
2013-14,Ligue 1,8,sam. 28/09/2013,20:00,Lyon,LOSC Lille,0,0,non,D,39.717,/spielbericht/index/spielbericht/2330901,2330901
2013-14,UEFA Europa League,Phase de groupe,jeu. 03/10/2013,19:00,Lyon,Vit. Guimarães,1,1,non,D,30.061,/spielbericht/index/spielbericht/2370876,2370876
2013-14,Ligue 1,9,dim. 06/10/2013,14:00,Montpellier,Lyon,5,1,non,E,14.730,/spielbericht/index/spielbericht/2330909,2330909
2013-14,Ligue 1,10,dim. 20/10/2013,21:00,Lyon,G. Bordeaux,1,1,non,D,36.744,/spielbericht/index/spielbericht/2330910,2330910
2013-14,UEFA Europa League,Phase de groupe,jeu. 24/10/2013,19:00,Lyon,HNK Rijeka,1,0,non,D,30.461,/spielbericht/index/spielbericht/2367268,2367268
2013-14,Ligue 1,11,dim. 27/10/2013,17:00,Monaco,Lyon,2,1,non,E,11.352,/spielbericht/index/spielbericht/2330886,2330886
2013-14,Ligue 1,12,sam. 02/11/2013,20:00,Lyon,EA Guingamp,2,0,non,D,37.334,/spielbericht/index/spielbericht/2330937,2330937
2013-14,UEFA Europa League,Phase de groupe,jeu. 07/11/2013,21:05,HNK Rijeka,Lyon,1,1,non,E,7.300,/spielbericht/index/spielbericht/2367305,2367305
2013-14,Ligue 1,13,dim. 10/11/2013,21:00,Saint-Étienne,Lyon,1,2,non,E,37.587,/spielbericht/index/spielbericht/2330895,2330895
2013-14,Ligue 1,14,sam. 23/11/2013,20:00,Lyon,Valenciennes FC,1,1,non,D,33.202,/spielbericht/index/spielbericht/2330921,2330921
2013-14,UEFA Europa League,Phase de groupe,jeu. 28/11/2013,19:00,Lyon,Real Betis,1,0,non,D,24.112,/spielbericht/index/spielbericht/2367327,2367327
2013-14,Ligue 1,15,dim. 01/12/2013,21:00,PSG,Lyon,4,0,non,E,44.829,/spielbericht/index/spielbericht/2330931,2330931
2013-14,Ligue 1,16,jeu. 05/12/2013,21:00,Lyon,Toulouse,1,1,non,D,29.152,/spielbericht/index/spielbericht/2330955,2330955
2013-14,Ligue 1,17,dim. 08/12/2013,17:00,SC Bastia,Lyon,1,3,non,E,13.722,/spielbericht/index/spielbericht/2330972,2330972
2013-14,UEFA Europa League,Phase de groupe,jeu. 12/12/2013,21:05,Vit. Guimarães,Lyon,1,2,non,E,5.845,/spielbericht/index/spielbericht/2367350,2367350
2013-14,Ligue 1,18,dim. 15/12/2013,21:00,Lyon,Marseille,2,2,non,D,36.214,/spielbericht/index/spielbericht/2330958,2330958
2013-14,Coupe de la Ligue,Huitièmes de finale,mer. 18/12/2013,17:00,Lyon,Stade de Reims,3,2,non,D,21.654,/spielbericht/index/spielbericht/2385129,2385129
2013-14,Ligue 1,19,dim. 22/12/2013,17:00,FC Lorient,Lyon,2,2,non,E,16.111,/spielbericht/index/spielbericht/2330988,2330988
2013-14,Coupe de France,6e tour,dim. 05/01/2014,14:15,Suze-sur-Sarthe,Lyon,1,6,non,E,20.012,/spielbericht/index/spielbericht/2387776,2387776
2013-14,Ligue 1,20,sam. 11/01/2014,20:00,Lyon,FC Sochaux,2,0,non,D,36.099,/spielbericht/index/spielbericht/2330983,2330983
2013-14,Coupe de la Ligue,Quarts de finale,mer. 15/01/2014,20:55,Lyon,Marseille,2,1,non,D,27.338,/spielbericht/index/spielbericht/2385248,2385248
2013-14,Ligue 1,21,dim. 19/01/2014,14:00,Stade de Reims,Lyon,0,2,non,E,17.262,/spielbericht/index/spielbericht/2331026,2331026
2013-14,Coupe de France,7e tour,mer. 22/01/2014,19:00,AS Yzeure,Lyon,1,3,non,E,9.000,/spielbericht/index/spielbericht/2388599,2388599
2013-14,Ligue 1,22,dim. 26/01/2014,14:00,Lyon,FC Évian,3,0,non,D,34.929,/spielbericht/index/spielbericht/2331002,2331002
2013-14,Ligue 1,23,dim. 02/02/2014,17:00,Stade Rennais,Lyon,2,0,non,E,20.546,/spielbericht/index/spielbericht/2331017,2331017
2013-14,Coupe de la Ligue,Demi-finales,mer. 05/02/2014,20:55,Lyon,Troyes,2,1,non,D,19.168,/spielbericht/index/spielbericht/2410132,2410132
2013-14,Ligue 1,24,dim. 09/02/2014,14:00,FC Nantes,Lyon,1,2,non,E,35.450,/spielbericht/index/spielbericht/2331032,2331032
2013-14,Coupe de France,Huitièmes de finale,jeu. 13/02/2014,20:45,Lyon,RC Lens,1,2,non,D,14.703,/spielbericht/index/spielbericht/2422053,2422053
2013-14,Ligue 1,25,dim. 16/02/2014,14:00,Lyon,AC Ajaccio,3,1,non,D,35.103,/spielbericht/index/spielbericht/2331083,2331083
2013-14,UEFA Europa League,2e tour,jeu. 20/02/2014,19:00,Chornomorets,Lyon,0,0,non,E,28.456,/spielbericht/index/spielbericht/2385086,2385086
2013-14,Ligue 1,26,dim. 23/02/2014,21:00,LOSC Lille,Lyon,0,0,non,E,43.518,/spielbericht/index/spielbericht/2331098,2331098
2013-14,UEFA Europa League,2e tour,jeu. 27/02/2014,21:05,Lyon,Chornomorets,1,0,non,D,25.039,/spielbericht/index/spielbericht/2385112,2385112
2013-14,Ligue 1,27,dim. 02/03/2014,17:00,Lyon,Montpellier,0,0,non,D,35.865,/spielbericht/index/spielbericht/2331072,2331072
2013-14,Ligue 1,28,dim. 09/03/2014,21:00,G. Bordeaux,Lyon,1,2,non,E,17.660,/spielbericht/index/spielbericht/2331101,2331101
2013-14,UEFA Europa League,Huitièmes de finale,jeu. 13/03/2014,21:05,Lyon,Viktoria Plzen,4,1,non,D,28.248,/spielbericht/index/spielbericht/2437597,2437597
2013-14,Ligue 1,29,dim. 16/03/2014,17:00,Lyon,Monaco,2,3,non,D,35.062,/spielbericht/index/spielbericht/2331048,2331048
2013-14,UEFA Europa League,Huitièmes de finale,jeu. 20/03/2014,19:00,Viktoria Plzen,Lyon,2,1,non,E,10.352,/spielbericht/index/spielbericht/2437605,2437605
2013-14,Ligue 1,30,dim. 23/03/2014,17:00,EA Guingamp,Lyon,0,1,non,E,15.167,/spielbericht/index/spielbericht/2331052,2331052
2013-14,Ligue 1,31,dim. 30/03/2014,21:00,Lyon,Saint-Étienne,1,2,non,D,36.822,/spielbericht/index/spielbericht/2331134,2331134
2013-14,UEFA Europa League,Quarts de finale,jeu. 03/04/2014,21:05,Lyon,Juventus,0,1,non,D,37.084,/spielbericht/index/spielbericht/2449287,2449287
2013-14,Ligue 1,32,dim. 06/04/2014,17:00,Valenciennes FC,Lyon,1,2,non,E,13.922,/spielbericht/index/spielbericht/2331135,2331135
2013-14,UEFA Europa League,Quarts de finale,jeu. 10/04/2014,21:05,Juventus,Lyon,2,1,non,E,40.710,/spielbericht/index/spielbericht/2449291,2449291
2013-14,Ligue 1,33,dim. 13/04/2014,21:00,Lyon,PSG,1,0,non,D,38.096,/spielbericht/index/spielbericht/2331141,2331141
2013-14,Coupe de la Ligue,Finale,sam. 19/04/2014,21:00,PSG,Lyon,2,1,non,E,78.489,/spielbericht/index/spielbericht/2424110,2424110
2013-14,Ligue 1,34,mer. 23/04/2014,18:30,Toulouse,Lyon,0,0,non,E,12.104,/spielbericht/index/spielbericht/2331126,2331126
2013-14,Ligue 1,35,dim. 27/04/2014,17:00,Lyon,SC Bastia,4,1,non,D,36.958,/spielbericht/index/spielbericht/2331167,2331167
2013-14,Ligue 1,36,dim. 04/05/2014,21:00,Marseille,Lyon,4,2,non,E,37.842,/spielbericht/index/spielbericht/2331150,2331150
2013-14,Ligue 1,37,sam. 10/05/2014,21:00,Lyon,FC Lorient,0,1,non,D,39.533,/spielbericht/index/spielbericht/2331158,2331158
2013-14,Ligue 1,38,sam. 17/05/2014,21:00,OGC Nice,Lyon,0,1,non,E,28.405,/spielbericht/index/spielbericht/2331180,2331180
2014-15,UEFA Europa League Qualification,3e tour,jeu. 31/07/2014,19:00,Mlada Boleslav,Lyon,1,4,non,E,5.000,/spielbericht/index/spielbericht/2479054,2479054
2014-15,UEFA Europa League Qualification,3e tour,jeu. 07/08/2014,20:30,Lyon,Mlada Boleslav,2,1,non,D,22.717,/spielbericht/index/spielbericht/2480869,2480869
2014-15,Ligue 1,1,dim. 10/08/2014,17:00,Lyon,Stade Rennais,2,0,non,D,27.811,/spielbericht/index/spielbericht/2482113,2482113
2014-15,Ligue 1,2,sam. 16/08/2014,20:00,Toulouse,Lyon,2,1,non,E,13.275,/spielbericht/index/spielbericht/2482124,2482124
2014-15,UEFA Europa League Qualification,Tour de qualifications,jeu. 21/08/2014,20:30,Lyon,Astra Giurgiu,1,2,non,D,20.001,/spielbericht/index/spielbericht/2483425,2483425
2014-15,Ligue 1,3,dim. 24/08/2014,14:00,Lyon,RC Lens,0,1,non,D,24.636,/spielbericht/index/spielbericht/2482129,2482129
2014-15,UEFA Europa League Qualification,Tour de qualifications,jeu. 28/08/2014,18:45,Astra Giurgiu,Lyon,0,1,non,E,8.000,/spielbericht/index/spielbericht/2483455,2483455
2014-15,Ligue 1,4,dim. 31/08/2014,17:00,FC Metz,Lyon,2,1,non,E,20.168,/spielbericht/index/spielbericht/2482140,2482140
2014-15,Ligue 1,5,ven. 12/09/2014,20:30,Lyon,Monaco,2,1,non,D,34.099,/spielbericht/index/spielbericht/2482149,2482149
2014-15,Ligue 1,6,dim. 21/09/2014,21:00,PSG,Lyon,1,1,non,E,45.428,/spielbericht/index/spielbericht/2482163,2482163
2014-15,Ligue 1,7,mer. 24/09/2014,19:00,Lyon,FC Lorient,4,0,non,D,32.523,/spielbericht/index/spielbericht/2482169,2482169
2014-15,Ligue 1,8,dim. 28/09/2014,17:00,FC Nantes,Lyon,1,1,non,E,26.077,/spielbericht/index/spielbericht/2482183,2482183
2014-15,Ligue 1,9,dim. 05/10/2014,17:00,Lyon,LOSC Lille,3,0,non,D,34.349,/spielbericht/index/spielbericht/2482189,2482189
2014-15,Ligue 1,10,dim. 19/10/2014,21:00,Lyon,Montpellier,5,1,non,D,35.688,/spielbericht/index/spielbericht/2482202,2482202
2014-15,Ligue 1,11,dim. 26/10/2014,21:00,Lyon,Marseille,1,0,non,D,38.712,/spielbericht/index/spielbericht/2482209,2482209
2014-15,Ligue 1,12,sam. 01/11/2014,20:00,OGC Nice,Lyon,1,3,non,E,15.677,/spielbericht/index/spielbericht/2482224,2482224
2014-15,Ligue 1,13,dim. 09/11/2014,14:00,Lyon,EA Guingamp,3,1,non,D,36.461,/spielbericht/index/spielbericht/2482229,2482229
2014-15,Ligue 1,14,sam. 22/11/2014,17:00,SC Bastia,Lyon,0,0,non,E,12.349,/spielbericht/index/spielbericht/2482235,2482235
2014-15,Ligue 1,15,dim. 30/11/2014,21:00,Saint-Étienne,Lyon,3,0,non,E,36.004,/spielbericht/index/spielbericht/2482253,2482253
2014-15,Ligue 1,16,jeu. 04/12/2014,21:00,Lyon,Stade de Reims,2,1,non,D,32.513,/spielbericht/index/spielbericht/2482259,2482259
2014-15,Ligue 1,17,dim. 07/12/2014,14:00,FC Évian,Lyon,2,3,non,E,13.064,/spielbericht/index/spielbericht/2482267,2482267
2014-15,Ligue 1,18,ven. 12/12/2014,20:30,Lyon,SM Caen,3,0,non,D,32.972,/spielbericht/index/spielbericht/2482279,2482279
2014-15,Coupe de la Ligue,Huitièmes de finale,mer. 17/12/2014,21:00,Lyon,Monaco,5,6,oui,D,21.541,/spielbericht/index/spielbericht/2511748,2511748
2014-15,Ligue 1,19,dim. 21/12/2014,21:00,G. Bordeaux,Lyon,0,5,non,E,31.783,/spielbericht/index/spielbericht/2482285,2482285
2014-15,Coupe de France,6e tour,dim. 04/01/2015,14:15,RC Lens,Lyon,2,3,non,E,10.128,/spielbericht/index/spielbericht/2518981,2518981
2014-15,Ligue 1,20,dim. 11/01/2015,17:00,Lyon,Toulouse,3,0,non,D,35.928,/spielbericht/index/spielbericht/2482304,2482304
2014-15,Ligue 1,21,sam. 17/01/2015,17:00,RC Lens,Lyon,0,2,non,E,11.173,/spielbericht/index/spielbericht/2482309,2482309
2014-15,Coupe de France,7e tour,mar. 20/01/2015,21:00,FC Nantes,Lyon,3,2,non,E,24.158,/spielbericht/index/spielbericht/2524701,2524701
2014-15,Ligue 1,22,dim. 25/01/2015,14:00,Lyon,FC Metz,2,0,non,D,36.580,/spielbericht/index/spielbericht/2482320,2482320
2014-15,Ligue 1,23,dim. 01/02/2015,21:00,Monaco,Lyon,0,0,non,E,7.161,/spielbericht/index/spielbericht/2482329,2482329
2014-15,Ligue 1,24,dim. 08/02/2015,21:00,Lyon,PSG,1,1,non,D,37.581,/spielbericht/index/spielbericht/2482343,2482343
2014-15,Ligue 1,25,dim. 15/02/2015,21:00,FC Lorient,Lyon,1,1,non,E,14.354,/spielbericht/index/spielbericht/2482349,2482349
2014-15,Ligue 1,26,dim. 22/02/2015,17:00,Lyon,FC Nantes,1,0,non,D,36.819,/spielbericht/index/spielbericht/2482363,2482363
2014-15,Ligue 1,27,sam. 28/02/2015,16:00,LOSC Lille,Lyon,2,1,non,E,40.080,/spielbericht/index/spielbericht/2482369,2482369
2014-15,Ligue 1,28,dim. 08/03/2015,21:00,Montpellier,Lyon,1,5,non,E,16.431,/spielbericht/index/spielbericht/2482382,2482382
