season,competition,round,date,time,home,away,home_score,away_score,penalties,venue_side,attendance,report_url,match_id
2018-19,Ligue 1,9,dim. 07/10/2018,21:00,PSG,Lyon,5,0,non,E,47.443,/spielbericht/index/spielbericht/3047549,3047549
2018-19,Ligue 1,10,ven. 19/10/2018,20:45,Lyon,Nîmes Olympique,2,0,non,D,42.896,/spielbericht/index/spielbericht/3047553,3047553
2018-19,UEFA Champions League,Phase de groupe,mar. 23/10/2018,21:00,Hoffenheim,Lyon,3,3,non,E,24.144,/spielbericht/index/spielbericht/3098006,3098006
2018-19,Ligue 1,11,sam. 27/10/2018,17:00,Angers SCO,Lyon,1,2,non,E,14.186,/spielbericht/index/spielbericht/3047562,3047562
2018-19,Ligue 1,12,sam. 03/11/2018,17:00,Lyon,G. Bordeaux,1,1,non,D,46.653,/spielbericht/index/spielbericht/3047573,3047573
2018-19,UEFA Champions League,Phase de groupe,mer. 07/11/2018,21:00,Lyon,Hoffenheim,2,2,non,D,53.850,/spielbericht/index/spielbericht/3098022,3098022
2018-19,Ligue 1,13,sam. 10/11/2018,17:00,EA Guingamp,Lyon,2,4,non,E,14.171,/spielbericht/index/spielbericht/3047583,3047583
2018-19,Ligue 1,14,ven. 23/11/2018,21:00,Lyon,Saint-Étienne,1,0,non,D,55.701,/spielbericht/index/spielbericht/3047594,3047594
2018-19,UEFA Champions League,Phase de groupe,mar. 27/11/2018,21:00,Lyon,Man City,2,2,non,D,56.039,/spielbericht/index/spielbericht/3098037,3098037
2018-19,Ligue 1,15,sam. 01/12/2018,17:00,LOSC Lille,Lyon,2,2,non,E,38.755,/spielbericht/index/spielbericht/3047604,3047604
2018-19,Ligue 1,16,mer. 05/12/2018,19:00,Lyon,Stade Rennais,0,2,non,D,47.278,/spielbericht/index/spielbericht/3047615,3047615
2018-19,UEFA Champions League,Phase de groupe,mer. 12/12/2018,21:00,Shakhtar D.,Lyon,1,1,non,E,38.916,/spielbericht/index/spielbericht/3098053,3098053
2018-19,Ligue 1,18,dim. 16/12/2018,21:00,Lyon,Monaco,3,0,non,D,46.477,/spielbericht/index/spielbericht/3047693,3047693
2018-19,Coupe de la Ligue,Huitièmes de finale,mer. 19/12/2018,18:45,Amiens SC,Lyon,2,3,non,E,7.327,/spielbericht/index/spielbericht/3125449,3125449
2018-19,Ligue 1,19,sam. 22/12/2018,21:00,Montpellier,Lyon,1,1,non,E,17.275,/spielbericht/index/spielbericht/3047704,3047704
2018-19,Coupe de France,5e tour,sam. 05/01/2019,20:55,Bourges Foot,Lyon,0,2,non,E,8.187,/spielbericht/index/spielbericht/3135774,3135774
2018-19,Coupe de la Ligue,Quarts de finale,mar. 08/01/2019,21:00,Lyon,R. Strasbourg,1,2,non,D,21.721,/spielbericht/index/spielbericht/3136579,3136579
2018-19,Ligue 1,20,ven. 11/01/2019,20:45,Lyon,Stade de Reims,1,1,non,D,42.512,/spielbericht/index/spielbericht/3047715,3047715
2018-19,Ligue 1,17,mer. 16/01/2019,19:00,Toulouse,Lyon,2,2,non,E,16.587,/spielbericht/index/spielbericht/3047660,3047660
2018-19,Ligue 1,21,dim. 20/01/2019,21:00,Saint-Étienne,Lyon,1,2,non,E,41.594,/spielbericht/index/spielbericht/3047730,3047730
2018-19,Coupe de France,6e tour,jeu. 24/01/2019,21:00,Amiens SC,Lyon,0,2,non,E,6.647,/spielbericht/index/spielbericht/3142690,3142690
2018-19,Ligue 1,22,dim. 27/01/2019,17:00,Amiens SC,Lyon,0,1,non,E,10.017,/spielbericht/index/spielbericht/3047731,3047731
2018-19,Ligue 1,23,dim. 03/02/2019,21:00,Lyon,PSG,2,1,non,D,57.624,/spielbericht/index/spielbericht/3047745,3047745
2018-19,Coupe de France,Huitièmes de finale,jeu. 07/02/2019,21:00,EA Guingamp,Lyon,1,2,non,E,8.768,/spielbericht/index/spielbericht/3150635,3150635
2018-19,Ligue 1,24,dim. 10/02/2019,21:00,OGC Nice,Lyon,1,0,non,E,22.193,/spielbericht/index/spielbericht/3047756,3047756
2018-19,Ligue 1,25,ven. 15/02/2019,20:45,Lyon,EA Guingamp,2,1,non,D,40.305,/spielbericht/index/spielbericht/3047765,3047765
2018-19,UEFA Champions League,Huitièmes de finale,mar. 19/02/2019,21:00,Lyon,Barcelone,0,0,non,D,57.889,/spielbericht/index/spielbericht/3135805,3135805
2018-19,Ligue 1,26,dim. 24/02/2019,21:00,Monaco,Lyon,2,0,non,E,10.157,/spielbericht/index/spielbericht/3047774,3047774
2018-19,Coupe de France,Quarts de finale,mer. 27/02/2019,21:00,Lyon,SM Caen,3,1,non,D,27.493,/spielbericht/index/spielbericht/3156893,3156893
2018-19,Ligue 1,27,dim. 03/03/2019,17:00,Lyon,Toulouse,5,1,non,D,44.881,/spielbericht/index/spielbericht/3047786,3047786
2018-19,Ligue 1,28,sam. 09/03/2019,17:00,R. Strasbourg,Lyon,2,2,non,E,25.463,/spielbericht/index/spielbericht/3047799,3047799
2018-19,UEFA Champions League,Huitièmes de finale,mer. 13/03/2019,21:00,Barcelone,Lyon,5,1,non,E,92.346,/spielbericht/index/spielbericht/3135810,3135810
2018-19,Ligue 1,29,dim. 17/03/2019,14:30,Lyon,Montpellier,3,2,non,D,47.134,/spielbericht/index/spielbericht/3047806,3047806
2018-19,Ligue 1,30,ven. 29/03/2019,20:45,Stade Rennais,Lyon,0,1,non,E,27.094,/spielbericht/index/spielbericht/3047816,3047816
2018-19,Coupe de France,Demi-finales,mar. 02/04/2019,21:10,Lyon,Stade Rennais,2,3,non,D,47.195,/spielbericht/index/spielbericht/3162653,3162653
2018-19,Ligue 1,31,sam. 06/04/2019,17:00,Lyon,Dijon,1,3,non,D,52.431,/spielbericht/index/spielbericht/3047824,3047824
2018-19,Ligue 1,32,ven. 12/04/2019,20:45,FC Nantes,Lyon,2,1,non,E,25.050,/spielbericht/index/spielbericht/3047836,3047836
2018-19,Ligue 1,33,ven. 19/04/2019,20:45,Lyon,Angers SCO,2,1,non,D,43.917,/spielbericht/index/spielbericht/3047842,3047842
2018-19,Ligue 1,34,ven. 26/04/2019,20:45,G. Bordeaux,Lyon,2,3,non,E,27.455,/spielbericht/index/spielbericht/3047852,3047852
2018-19,Ligue 1,35,dim. 05/05/2019,21:00,Lyon,LOSC Lille,2,2,non,D,56.642,/spielbericht/index/spielbericht/3047862,3047862
2018-19,Ligue 1,36,dim. 12/05/2019,21:00,Marseille,Lyon,0,3,non,E,61.707,/spielbericht/index/spielbericht/3047875,3047875
2018-19,Ligue 1,37,sam. 18/05/2019,21:00,Lyon,SM Caen,4,0,non,D,51.408,/spielbericht/index/spielbericht/3047883,3047883
2018-19,Ligue 1,38,ven. 24/05/2019,21:05,Nîmes Olympique,Lyon,2,3,non,E,14.986,/spielbericht/index/spielbericht/3047897,3047897
2019-20,Ligue 1,1,ven. 09/08/2019,20:45,Monaco,Lyon,0,3,non,E,12.663,/spielbericht/index/spielbericht/3195016,3195016
2019-20,Ligue 1,2,ven. 16/08/2019,20:45,Lyon,Angers SCO,6,0,non,D,49.871,/spielbericht/index/spielbericht/3195256,3195256
2019-20,Ligue 1,3,mar. 27/08/2019,19:00,Montpellier,Lyon,1,0,non,E,19.387,/spielbericht/index/spielbericht/3199384,3199384
2019-20,Ligue 1,4,sam. 31/08/2019,17:30,Lyon,G. Bordeaux,1,1,non,D,52.327,/spielbericht/index/spielbericht/3199392,3199392
2019-20,Ligue 1,5,ven. 13/09/2019,20:45,Amiens SC,Lyon,2,2,non,E,12.577,/spielbericht/index/spielbericht/3199405,3199405
2019-20,UEFA Champions League,Phase de groupe,mar. 17/09/2019,18:55,Lyon,Zenit S-Pb,1,1,non,D,47.201,/spielbericht/index/spielbericht/3252158,3252158
2019-20,Ligue 1,6,dim. 22/09/2019,21:00,Lyon,PSG,0,1,non,D,54.583,/spielbericht/index/spielbericht/3199409,3199409
2019-20,Ligue 1,7,mer. 25/09/2019,19:00,Stade Brestois,Lyon,2,2,non,E,14.472,/spielbericht/index/spielbericht/3199418,3199418
2019-20,Ligue 1,8,sam. 28/09/2019,13:30,Lyon,FC Nantes,0,1,non,D,46.647,/spielbericht/index/spielbericht/3199432,3199432
2019-20,UEFA Champions League,Phase de groupe,mer. 02/10/2019,21:00,Leipzig,Lyon,0,2,non,E,40.194,/spielbericht/index/spielbericht/3252174,3252174
2019-20,Ligue 1,9,dim. 06/10/2019,21:00,Saint-Étienne,Lyon,1,0,non,E,34.071,/spielbericht/index/spielbericht/3199445,3199445
2019-20,Ligue 1,10,sam. 19/10/2019,17:30,Lyon,Dijon,0,0,non,D,48.454,/spielbericht/index/spielbericht/3199455,3199455
2019-20,UEFA Champions League,Phase de groupe,mer. 23/10/2019,21:00,Benfica,Lyon,2,1,non,E,53.035,/spielbericht/index/spielbericht/3252199,3252199
2019-20,Ligue 1,11,sam. 26/10/2019,20:00,Lyon,FC Metz,2,0,non,D,48.889,/spielbericht/index/spielbericht/3199461,3199461
2019-20,Ligue 1,12,sam. 02/11/2019,20:00,Toulouse,Lyon,2,3,non,E,16.270,/spielbericht/index/spielbericht/3199472,3199472
2019-20,UEFA Champions League,Phase de groupe,mar. 05/11/2019,21:00,Lyon,Benfica,3,1,non,D,51.077,/spielbericht/index/spielbericht/3252207,3252207
2019-20,Ligue 1,13,dim. 10/11/2019,21:00,Marseille,Lyon,2,1,non,E,65.421,/spielbericht/index/spielbericht/3199477,3199477
2019-20,Ligue 1,14,sam. 23/11/2019,17:30,Lyon,OGC Nice,2,1,non,D,49.401,/spielbericht/index/spielbericht/3199489,3199489
2019-20,UEFA Champions League,Phase de groupe,mer. 27/11/2019,18:55,Zenit S-Pb,Lyon,2,0,non,E,51.183,/spielbericht/index/spielbericht/3252230,3252230
2019-20,Ligue 1,15,sam. 30/11/2019,20:00,R. Strasbourg,Lyon,1,2,non,E,25.455,/spielbericht/index/spielbericht/3199497,3199497
2019-20,Ligue 1,16,mar. 03/12/2019,21:05,Lyon,LOSC Lille,0,1,non,D,42.535,/spielbericht/index/spielbericht/3199513,3199513
2019-20,Ligue 1,17,ven. 06/12/2019,20:45,Nîmes Olympique,Lyon,0,4,non,E,12.801,/spielbericht/index/spielbericht/3199518,3199518
2019-20,UEFA Champions League,Phase de groupe,mar. 10/12/2019,21:00,Lyon,Leipzig,2,2,non,D,53.288,/spielbericht/index/spielbericht/3252239,3252239
2019-20,Ligue 1,18,dim. 15/12/2019,17:00,Lyon,Stade Rennais,0,1,non,D,45.010,/spielbericht/index/spielbericht/3199530,3199530
2019-20,Coupe de la Ligue,Huitièmes de finale,mer. 18/12/2019,18:45,Lyon,Toulouse,4,1,non,D,21.902,/spielbericht/index/spielbericht/3280965,3280965
2019-20,Ligue 1,19,sam. 21/12/2019,20:45,Stade de Reims,Lyon,1,1,non,E,17.257,/spielbericht/index/spielbericht/3199543,3199543
2019-20,Coupe de France,5e tour,sam. 04/01/2020,20:55,Bourg-en-Bresse,Lyon,0,7,non,E,8.000,/spielbericht/index/spielbericht/3290281,3290281
2019-20,Coupe de la Ligue,Quarts de finale,mer. 08/01/2020,18:45,Lyon,Stade Brestois,3,1,non,D,20.096,/spielbericht/index/spielbericht/3293296,3293296
2019-20,Ligue 1,20,sam. 11/01/2020,17:30,G. Bordeaux,Lyon,1,2,non,E,28.737,/spielbericht/index/spielbericht/3199550,3199550
2019-20,Coupe de France,6e tour,sam. 18/01/2020,20:55,FC Nantes,Lyon,3,4,non,E,24.511,/spielbericht/index/spielbericht/3302572,3302572
2019-20,Coupe de la Ligue,Demi-finales,mar. 21/01/2020,21:10,Lyon,LOSC Lille,6,5,oui,D,35.248,/spielbericht/index/spielbericht/3304318,3304318
2019-20,Ligue 1,21,dim. 26/01/2020,15:00,Lyon,Toulouse,3,0,non,D,42.582,/spielbericht/index/spielbericht/3199565,3199565
2019-20,Coupe de France,Huitièmes de finale,jeu. 30/01/2020,20:55,OGC Nice,Lyon,1,2,non,E,9.646,/spielbericht/index/spielbericht/3307465,3307465
2019-20,Ligue 1,22,dim. 02/02/2020,15:00,OGC Nice,Lyon,2,1,non,E,23.553,/spielbericht/index/spielbericht/3199569,3199569
2019-20,Ligue 1,23,mer. 05/02/2020,19:00,Lyon,Amiens SC,0,0,non,D,36.670,/spielbericht/index/spielbericht/3199589,3199589
2019-20,Ligue 1,24,dim. 09/02/2020,21:05,PSG,Lyon,4,2,non,E,47.000,/spielbericht/index/spielbericht/3199592,3199592
2019-20,Coupe de France,Quarts de finale,mer. 12/02/2020,21:05,Lyon,Marseille,1,0,non,D,36.000,/spielbericht/index/spielbericht/3312633,3312633
2019-20,Ligue 1,25,dim. 16/02/2020,15:00,Lyon,R. Strasbourg,1,1,non,D,45.141,/spielbericht/index/spielbericht/3199609,3199609
2019-20,Ligue 1,26,ven. 21/02/2020,20:45,FC Metz,Lyon,0,2,non,E,18.247,/spielbericht/index/spielbericht/3199619,3199619
2019-20,UEFA Champions League,Huitièmes de finale,mer. 26/02/2020,21:00,Lyon,Juventus,1,0,non,D,57.335,/spielbericht/index/spielbericht/3291932,3291932
2019-20,Ligue 1,27,dim. 01/03/2020,21:00,Lyon,Saint-Étienne,2,0,non,D,52.772,/spielbericht/index/spielbericht/3199629,3199629
2019-20,Coupe de France,Demi-finales,mer. 04/03/2020,21:10,Lyon,PSG,1,5,non,D,45.754,/spielbericht/index/spielbericht/3323313,3323313
2019-20,Ligue 1,28,dim. 08/03/2020,21:00,LOSC Lille,Lyon,1,0,non,E,40.164,/spielbericht/index/spielbericht/3199642,3199642
2019-20,Coupe de la Ligue,Finale,ven. 31/07/2020,21:10,PSG,Lyon,6,5,oui,E,3.500,/spielbericht/index/spielbericht/3309600,3309600
2019-20,UEFA Champions League,Huitièmes de finale,ven. 07/08/2020,21:00,Juventus,Lyon,2,1,non,E,X,/spielbericht/index/spielbericht/3291940,3291940
2019-20,UEFA Champions League,Quarts de finale,sam. 15/08/2020,21:00,Man City,Lyon,1,3,non,E,X,/spielbericht/index/spielbericht/3414689,3414689
2019-20,UEFA Champions League,Demi-finales,mer. 19/08/2020,21:00,Lyon,Bayern,0,3,non,D,X,/spielbericht/index/spielbericht/3418670,3418670
2020-21,Ligue 1,2,ven. 28/08/2020,21:00,Lyon,Dijon,4,1,non,D,3.706,/spielbericht/index/spielbericht/3394578,3394578
2020-21,Ligue 1,3,ven. 11/09/2020,21:00,G. Bordeaux,Lyon,0,0,non,E,4.428,/spielbericht/index/spielbericht/3394583,3394583
2020-21,Ligue 1,1,mar. 15/09/2020,21:00,Montpellier,Lyon,2,1,non,E,4.114,/spielbericht/index/spielbericht/3393965,3393965
2020-21,Ligue 1,4,ven. 18/09/2020,21:00,Lyon,Nîmes Olympique,0,0,non,D,4.385,/spielbericht/index/spielbericht/3394595,3394595
2020-21,Ligue 1,5,dim. 27/09/2020,17:00,FC Lorient,Lyon,1,1,non,E,4.977,/spielbericht/index/spielbericht/3394604,3394604
2020-21,Ligue 1,6,dim. 04/10/2020,21:00,Lyon,Marseille,1,1,non,D,1.000,/spielbericht/index/spielbericht/3394617,3394617
2020-21,Ligue 1,7,dim. 18/10/2020,13:00,R. Strasbourg,Lyon,2,3,non,E,5.000,/spielbericht/index/spielbericht/3394627,3394627
2020-21,Ligue 1,8,dim. 25/10/2020,21:00,Lyon,Monaco,4,1,non,D,X,/spielbericht/index/spielbericht/3394638,3394638
2020-21,Ligue 1,9,dim. 01/11/2020,21:00,LOSC Lille,Lyon,1,1,non,E,X,/spielbericht/index/spielbericht/3394649,3394649
2020-21,Ligue 1,10,dim. 08/11/2020,21:00,Lyon,Saint-Étienne,2,1,non,D,X,/spielbericht/index/spielbericht/3394655,3394655
2020-21,Ligue 1,11,dim. 22/11/2020,17:00,Angers SCO,Lyon,0,1,non,E,X,/spielbericht/index/spielbericht/3394670,3394670
2020-21,Ligue 1,12,dim. 29/11/2020,13:00,Lyon,Stade de Reims,3,0,non,D,X,/spielbericht/index/spielbericht/3394680,3394680
2020-21,Ligue 1,13,dim. 06/12/2020,21:00,FC Metz,Lyon,1,3,non,E,X,/spielbericht/index/spielbericht/3394684,3394684
2020-21,Ligue 1,14,dim. 13/12/2020,21:00,PSG,Lyon,0,1,non,E,X,/spielbericht/index/spielbericht/3394699,3394699
2020-21,Ligue 1,15,mer. 16/12/2020,21:00,Lyon,Stade Brestois,2,2,non,D,X,/spielbericht/index/spielbericht/3394711,3394711
2020-21,Ligue 1,16,sam. 19/12/2020,21:00,OGC Nice,Lyon,1,4,non,E,X,/spielbericht/index/spielbericht/3394723,3394723
2020-21,Ligue 1,17,mer. 23/12/2020,21:00,Lyon,FC Nantes,3,0,non,D,X,/spielbericht/index/spielbericht/3394725,3394725
2020-21,Ligue 1,18,mer. 06/01/2021,21:00,Lyon,RC Lens,3,2,non,D,X,/spielbericht/index/spielbericht/3394741,3394741
2020-21,Ligue 1,19,sam. 09/01/2021,21:00,Stade Rennais,Lyon,2,2,non,E,X,/spielbericht/index/spielbericht/3394748,3394748
2020-21,Ligue 1,20,dim. 17/01/2021,21:00,Lyon,FC Metz,0,1,non,D,X,/spielbericht/index/spielbericht/3394760,3394760
2020-21,Ligue 1,21,dim. 24/01/2021,21:00,Saint-Étienne,Lyon,0,5,non,E,X,/spielbericht/index/spielbericht/3394765,3394765
2020-21,Ligue 1,22,ven. 29/01/2021,21:00,Lyon,G. Bordeaux,2,1,non,D,X,/spielbericht/index/spielbericht/3394776,3394776
2020-21,Ligue 1,23,mer. 03/02/2021,21:00,Dijon,Lyon,0,1,non,E,X,/spielbericht/index/spielbericht/3394790,3394790
2020-21,Ligue 1,24,sam. 06/02/2021,19:00,Lyon,R. Strasbourg,3,0,non,D,X,/spielbericht/index/spielbericht/3394797,3394797
2020-21,Coupe de France,5e tour,mar. 09/02/2021,21:00,Lyon,AC Ajaccio,5,1,non,D,X,/spielbericht/index/spielbericht/3530095,3530095
2020-21,Ligue 1,25,sam. 13/02/2021,21:00,Lyon,Montpellier,1,2,non,D,X,/spielbericht/index/spielbericht/3394807,3394807
2020-21,Ligue 1,26,ven. 19/02/2021,21:00,Stade Brestois,Lyon,2,3,non,E,X,/spielbericht/index/spielbericht/3394823,3394823
2020-21,Ligue 1,27,dim. 28/02/2021,21:00,Marseille,Lyon,1,1,non,E,X,/spielbericht/index/spielbericht/3394839,3394839
2020-21,Ligue 1,28,mer. 03/03/2021,19:00,Lyon,Stade Rennais,1,0,non,D,X,/spielbericht/index/spielbericht/3394858,3394858
2020-21,Coupe de France,6e tour,sam. 06/03/2021,18:45,Lyon,FC Sochaux,5,2,non,D,X,/spielbericht/index/spielbericht/3525122,3525122
2020-21,Ligue 1,29,ven. 12/03/2021,21:00,Stade de Reims,Lyon,1,1,non,E,X,/spielbericht/index/spielbericht/3394891,3394891
2020-21,Ligue 1,30,dim. 21/03/2021,21:00,Lyon,PSG,2,4,non,D,X,/spielbericht/index/spielbericht/3394911,3394911
2020-21,Ligue 1,31,sam. 03/04/2021,21:00,RC Lens,Lyon,1,1,non,E,X,/spielbericht/index/spielbericht/3394915,3394915
2020-21,Coupe de France,Huitièmes de finale,jeu. 08/04/2021,19:00,Red Star FC,Lyon,6,7,oui,E,X,/spielbericht/index/spielbericht/3532739,3532739
2020-21,Ligue 1,32,dim. 11/04/2021,21:00,Lyon,Angers SCO,3,0,non,D,X,/spielbericht/index/spielbericht/3394925,3394925
2020-21,Ligue 1,33,dim. 18/04/2021,21:00,FC Nantes,Lyon,1,2,non,E,X,/spielbericht/index/spielbericht/3394940,3394940
2020-21,Coupe de France,Quarts de finale,mer. 21/04/2021,21:10,Lyon,Monaco,0,2,non,D,X,/spielbericht/index/spielbericht/3549065,3549065
2020-21,Ligue 1,34,dim. 25/04/2021,21:00,Lyon,LOSC Lille,2,3,non,D,X,/spielbericht/index/spielbericht/3394945,3394945
2020-21,Ligue 1,35,dim. 02/05/2021,21:00,Monaco,Lyon,2,3,non,E,X,/spielbericht/index/spielbericht/3394963,3394963
2020-21,Ligue 1,36,sam. 08/05/2021,17:00,Lyon,FC Lorient,4,1,non,D,X,/spielbericht/index/spielbericht/3394977,3394977
2020-21,Ligue 1,37,dim. 16/05/2021,21:00,Nîmes Olympique,Lyon,2,5,non,E,X,/spielbericht/index/spielbericht/3394992,3394992
2020-21,Ligue 1,38,dim. 23/05/2021,21:00,Lyon,OGC Nice,2,3,non,D,X,/spielbericht/index/spielbericht/3394994,3394994
2021-22,Ligue 1,1,sam. 07/08/2021,17:00,Lyon,Stade Brestois,1,1,non,D,29.018,/spielbericht/index/spielbericht/3588765,3588765
2021-22,Ligue 1,2,dim. 15/08/2021,13:00,Angers SCO,Lyon,3,0,non,E,6.154,/spielbericht/index/spielbericht/3588781,3588781
2021-22,Ligue 1,3,dim. 22/08/2021,13:00,Lyon,Clermont Foot,3,3,non,D,34.713,/spielbericht/index/spielbericht/3588816,3588816
2021-22,Ligue 1,4,ven. 27/08/2021,21:00,FC Nantes,Lyon,0,1,non,E,23.177,/spielbericht/index/spielbericht/3588835,3588835
2021-22,Ligue 1,5,dim. 12/09/2021,20:45,Lyon,R. Strasbourg,3,1,non,D,33.267,/spielbericht/index/spielbericht/3588843,3588843
2021-22,UEFA Europa League,Phase de groupe,jeu. 16/09/2021,21:00,Glasgow Rangers,Lyon,0,2,non,E,44.906,/spielbericht/index/spielbericht/3651676,3651676
2021-22,Ligue 1,6,dim. 19/09/2021,20:45,PSG,Lyon,2,1,non,E,47.611,/spielbericht/index/spielbericht/3588917,3588917
2021-22,Ligue 1,7,mer. 22/09/2021,21:00,Lyon,Troyes,3,1,non,D,29.714,/spielbericht/index/spielbericht/3588932,3588932
2021-22,Ligue 1,8,sam. 25/09/2021,21:00,Lyon,FC Lorient,1,1,non,D,36.424,/spielbericht/index/spielbericht/3589100,3589100
2021-22,UEFA Europa League,Phase de groupe,jeu. 30/09/2021,18:45,Lyon,Bröndby IF,3,0,non,D,25.466,/spielbericht/index/spielbericht/3651682,3651682
2021-22,Ligue 1,9,dim. 03/10/2021,20:45,Saint-Étienne,Lyon,1,1,non,E,33.643,/spielbericht/index/spielbericht/3589116,3589116
2021-22,Ligue 1,10,sam. 16/10/2021,21:00,Lyon,Monaco,2,0,non,D,50.585,/spielbericht/index/spielbericht/3589120,3589120
2021-22,UEFA Europa League,Phase de groupe,jeu. 21/10/2021,21:00,Sparta Prague,Lyon,3,4,non,E,12.427,/spielbericht/index/spielbericht/3651935,3651935
2021-22,Ligue 1,11,dim. 24/10/2021,13:00,OGC Nice,Lyon,3,2,non,E,24.519,/spielbericht/index/spielbericht/3589133,3589133
2021-22,Ligue 1,12,sam. 30/10/2021,21:00,Lyon,RC Lens,2,1,non,D,50.373,/spielbericht/index/spielbericht/3589141,3589141
2021-22,UEFA Europa League,Phase de groupe,jeu. 04/11/2021,18:45,Lyon,Sparta Prague,3,0,non,D,33.934,/spielbericht/index/spielbericht/3660448,3660448
2021-22,Ligue 1,13,dim. 07/11/2021,20:45,Stade Rennais,Lyon,4,1,non,E,28.222,/spielbericht/index/spielbericht/3589174,3589174
2021-22,UEFA Europa League,Phase de groupe,jeu. 25/11/2021,21:00,Bröndby IF,Lyon,1,3,non,E,16.645,/spielbericht/index/spielbericht/3683196,3683196
2021-22,Ligue 1,15,dim. 28/11/2021,17:00,Montpellier,Lyon,0,1,non,E,14.747,/spielbericht/index/spielbericht/3589228,3589228
2021-22,Ligue 1,16,mer. 01/12/2021,21:00,Lyon,Stade de Reims,1,2,non,D,X,/spielbericht/index/spielbericht/3589259,3589259
2021-22,Ligue 1,17,dim. 05/12/2021,20:45,G. Bordeaux,Lyon,2,2,non,E,25.210,/spielbericht/index/spielbericht/3589272,3589272
2021-22,UEFA Europa League,Phase de groupe,jeu. 09/12/2021,18:45,Lyon,Glasgow Rangers,1,1,non,D,26.842,/spielbericht/index/spielbericht/3683251,3683251
2021-22,Ligue 1,18,dim. 12/12/2021,13:00,LOSC Lille,Lyon,0,0,non,E,40.248,/spielbericht/index/spielbericht/3589289,3589289
2021-22,Ligue 1,19,mer. 22/12/2021,21:00,Lyon,FC Metz,1,1,non,D,34.867,/spielbericht/index/spielbericht/3589305,3589305
2021-22,Ligue 1,20,dim. 09/01/2022,20:45,Lyon,PSG,1,1,non,D,4.977,/spielbericht/index/spielbericht/3589327,3589327
2021-22,Ligue 1,21,dim. 16/01/2022,17:05,Troyes,Lyon,0,1,non,E,4.224,/spielbericht/index/spielbericht/3589340,3589340
2021-22,Ligue 1,22,ven. 21/01/2022,21:00,Lyon,Saint-Étienne,1,0,non,D,5.000,/spielbericht/index/spielbericht/3589355,3589355
2021-22,Ligue 1,14,mar. 01/02/2022,21:00,Lyon,Marseille,2,1,non,D,X,/spielbericht/index/spielbericht/3589203,3589203
2021-22,Ligue 1,23,sam. 05/02/2022,21:00,Monaco,Lyon,2,0,non,E,6.550,/spielbericht/index/spielbericht/3589363,3589363
2021-22,Ligue 1,24,sam. 12/02/2022,21:00,Lyon,OGC Nice,2,0,non,D,41.974,/spielbericht/index/spielbericht/3589383,3589383
2021-22,Ligue 1,25,sam. 19/02/2022,17:00,RC Lens,Lyon,1,1,non,E,36.624,/spielbericht/index/spielbericht/3589399,3589399
2021-22,Ligue 1,26,dim. 27/02/2022,20:45,Lyon,LOSC Lille,0,1,non,D,42.657,/spielbericht/index/spielbericht/3589421,3589421
2021-22,Ligue 1,27,ven. 04/03/2022,21:00,FC Lorient,Lyon,1,4,non,E,13.497,/spielbericht/index/spielbericht/3589431,3589431
2021-22,UEFA Europa League,Huitièmes de finale,mer. 09/03/2022,18:45,FC Porto,Lyon,0,1,non,E,26.309,/spielbericht/index/spielbericht/3757959,3757959
2021-22,Ligue 1,28,dim. 13/03/2022,17:05,Lyon,Stade Rennais,2,4,non,D,46.597,/spielbericht/index/spielbericht/3589443,3589443
2021-22,UEFA Europa League,Huitièmes de finale,jeu. 17/03/2022,21:00,Lyon,FC Porto,1,1,non,D,54.551,/spielbericht/index/spielbericht/3757967,3757967
2021-22,Ligue 1,29,dim. 20/03/2022,17:05,Stade de Reims,Lyon,0,0,non,E,14.091,/spielbericht/index/spielbericht/3589463,3589463
2021-22,Ligue 1,30,dim. 03/04/2022,17:05,Lyon,Angers SCO,3,2,non,D,34.376,/spielbericht/index/spielbericht/3589473,3589473
2021-22,UEFA Europa League,Quarts de finale,jeu. 07/04/2022,21:00,West Ham Utd.,Lyon,1,1,non,E,59.978,/spielbericht/index/spielbericht/3773621,3773621
2021-22,Ligue 1,31,dim. 10/04/2022,19:00,R. Strasbourg,Lyon,1,1,non,E,26.000,/spielbericht/index/spielbericht/3589506,3589506
2021-22,UEFA Europa League,Quarts de finale,jeu. 14/04/2022,21:00,Lyon,West Ham Utd.,0,3,non,D,50.065,/spielbericht/index/spielbericht/3773625,3773625
2021-22,Ligue 1,32,dim. 17/04/2022,17:05,Lyon,G. Bordeaux,6,1,non,D,38.713,/spielbericht/index/spielbericht/3589525,3589525
2021-22,Ligue 1,33,mer. 20/04/2022,21:00,Stade Brestois,Lyon,2,1,non,E,14.028,/spielbericht/index/spielbericht/3589536,3589536
2021-22,Ligue 1,34,sam. 23/04/2022,17:00,Lyon,Montpellier,5,2,non,D,46.608,/spielbericht/index/spielbericht/3589553,3589553
2021-22,Ligue 1,35,dim. 01/05/2022,20:45,Marseille,Lyon,0,3,non,E,64.784,/spielbericht/index/spielbericht/3589565,3589565
2021-22,Ligue 1,36,dim. 08/05/2022,13:00,FC Metz,Lyon,3,2,non,E,20.405,/spielbericht/index/spielbericht/3589576,3589576
2021-22,Ligue 1,37,sam. 14/05/2022,21:00,Lyon,FC Nantes,3,2,non,D,54.404,/spielbericht/index/spielbericht/3589582,3589582
